date,pm10,aqi,lag1,lag2,lag3,aqi_roll_mean3,aqi_roll_std_3,month,day_of_week
2025-07-11,38.94,36.0,45.0,27.0,34.0,36.0,8.999999999999998,7,4
2025-07-17,31.2,29.0,36.0,45.0,27.0,36.666666666666664,8.02080627701064,7,3
2025-07-23,54.16,51.0,29.0,36.0,45.0,38.666666666666664,11.239810200058242,7,2
2025-08-04,63.62,55.0,51.0,29.0,36.0,45.0,13.999999999999998,8,0
2025-08-10,41.2,38.0,55.0,51.0,29.0,48.0,8.888194417315585,8,6
2025-08-16,62.44,54.0,38.0,55.0,51.0,49.0,9.539392014169454,8,5
2025-08-22,44.29,41.0,54.0,38.0,55.0,44.333333333333336,8.50490054811538,8,4
2025-08-28,91.95,69.0,41.0,54.0,38.0,54.666666666666664,14.0118997046558,8,3
2025-09-03,101.4,74.0,69.0,41.0,54.0,61.333333333333336,17.785762095938797,9,2
2025-09-27,57.18,52.0,74.0,69.0,41.0,65.0,11.532562594670791,9,5
2025-10-03,81.52,64.0,52.0,74.0,69.0,63.333333333333336,11.015141094572199,10,4
2025-10-09,93.78,70.0,64.0,52.0,74.0,62.0,9.165151389911674,10,3
2025-10-15,60.14,53.0,70.0,64.0,52.0,62.333333333333336,8.621678104251703,10,2
2025-10-21,80.21,63.0,53.0,70.0,64.0,62.0,8.544003745317527,10,1
2025-10-27,83.65,65.0,63.0,53.0,70.0,60.333333333333336,6.42910050732863,10,0
2025-11-02,66.14,56.0,65.0,63.0,53.0,61.333333333333336,4.725815626252599,11,6
2025-11-08,83.81,65.0,56.0,65.0,63.0,62.0,5.196152422706624,11,5
2025-11-14,51.93,50.0,65.0,56.0,65.0,57.0,7.5498344352707445,11,4
2025-11-20,77.4,62.0,50.0,65.0,56.0,59.0,7.937253933193767,11,3
2025-12-02,70.16,58.0,62.0,50.0,65.0,56.666666666666664,6.11010092660778,12,1
2025-12-08,61.47,54.0,58.0,62.0,50.0,58.0,3.999999999999991,12,0
2025-12-14,89.82,68.0,54.0,58.0,62.0,60.0,7.211102550927974,12,6
2025-12-20,74.06,60.0,68.0,54.0,58.0,60.666666666666664,7.023769168568487,12,5
